"original_creator","creations","max_depth"
"0x656e582b1c6254418aa6de0288005b5c93fdb3f3",4004,2
"0x8becaab42ecd565d34cddef9119195da48a8b25f",3936,2
"0x7f47e7300a886cf9bc7fb099fefdf178c613bfea",3923,2
"0x03a15103487843f8fd2ae0622660a3cac4df6485",3901,2
"0x87a60129375d22489bbd287ec0d23129ef9290ef",3894,2
"0x6810b1d8db4b109b8126cc06d417450411bf4341",3888,2
"0xa6887918517d189a387ef96447ba453acb95c7ca",3880,2
"0xacf1a8ac0eacac73c4b6cfce0dacaf845127f77f",3836,2
"0xad34dde5f3d08108fa77119ff34c002d0bb3ecf5",3809,2
"0xc0f4cfd3e99336c2c4d2ec52b4f91604eb23cb8c",3794,2
"0x1c6748e331af29c2c760cb2ac79fe73c71739022",3747,4
"0xa4949f7e21ead47d704500daa8fdb36f827bfaf6",3731,2
"0xfac0dd475a6ca535fe64298fbf99a0c8950a4e08",3725,2
"0xa75472ba654d69ed7da59bf1a27678ea01e53a9a",3724,2
"0x5092065b59a6b237208961648cfbb78ed319ee25",3722,1
"0xc9870f60415c62d998dfe3ded15aafc015f45acc",3713,2
"0xf12db6a6b8ecc2ea6245f8590135ca372abb36e1",3706,2
"0xa6aec92c715fb5966b5eaafdb7541638dba2379f",3704,2
"0x1554aa0026292d03cfc8a2769df8dd4d169d590a",3693,1
"0x82ac6f828536438759c5baf1e28b1ecd1c738bf3",3690,2
"0xe74d38738371e595ad6fdcf361bc9909ad845e5e",3674,2
"0x387788908f8380536385cebdead4280a3919d0de",3655,2
"0xc358522c2eb462e4886f4c5a53e5e380a616b63a",3648,2
"0x0d3f2298174db5d2273a24529a986ce77d00a4b6",3622,1
"0x6e3be8b8272fe5b4676cd70d13e3fe1710a43b3f",3619,2
"0x6669a22cf18852e1e5f73fe29bec5a6f193f4893",3601,2
"0x00a02bf4261d3d3a847d5842bb96d0e7542981a2",3591,2
"0xf27da75b1261e34a085b86f1d9c18fa5f3985cc8",3552,2
"0x0b5a3c04d1199283938fbe887a2c82c808aa89fb",3531,2
"0x7a7f78a2af5aef01a889e8713083ab77dcc9fc9b",3528,2
"0x889d07616b80abbb86407b8f154d70559bdbb867",3505,2
"0x321c394e44c97eff603de2d716dffacd312f0fd2",3479,1
"0x734c0f36036a6b6b2aff9c7267a666df3898485f",3474,2
"0x802651539e977410002803279e2f64c8f0dd5605",3469,3
"0x00000952c5165e391ed0f8adffcfaf45f3b80000",3440,2
"0x0e63d6f414b40bafca676810ef1abf05ecc8e459",3434,2
"0x30d50a841c2d2e99dbcf8274a4a135c662448b6f",3422,2
"0x384b12cfe8697bedaba8d987f2cb8e4f50a72c01",3418,1
"0x8235c67d3144c79041d04b4375e90305905f2333",3407,2
"0xda5b5cdc4932dec314440f8f5917874a99546cc5",3404,2
"0x46d17eed5b8a6bf6933228b64f6450dc9dfe19bd",3402,2
"0x73d6f7504968c8c2635c3095c831bafc87dbf8ab",3401,2
"0x2d99414c7ab502f1fd152eb3db6059f060557d9d",3355,1
"0x06590a641dc3eb43f2cebe435576389f209116da",3353,2
"0xcdbac0f7b54372548e0711e924a72212311f2453",3352,2
"0xe4b9376eb6fe00eb87dbf850c18fe949f1fb47a6",3343,1
"0x5c4add6cc110f52c3d180b9d35bbecbf12f1554b",3338,2
"0x0bbf6fbb27645d6e587f63a260917ecd9b19b22f",3337,2
"0xbf0c0373eb2a6b33ba07251b1348014fde8ec29a",3336,2
"0x745f64e81073d09279391d4fb50377dba891c323",3335,2
"0xafe87013dc96ede1e116a288d80fcaa0effe5fe5",3306,2
"0x6e9eef9b53a69f37efcab8489706e8b2bd82608b",3302,2
"0x1cafde51925b26a170ae6dd50a7113821e89e883",3302,2
"0x8bb1597ab90b1c2d6ba1b6ce0f7abc8b83383d21",3289,1
"0x00de6de3d1c5f7bc6243247436303ec17400e31e",3267,2
"0xa24ff80f1591201e7e2ce29843d5a6ba63e77b3a",3255,2
"0xdf7e1f46f3a53552c168f28ad95ef5eab6283178",3248,2
"0xb5f5655e8be6039173fef87191e53c86f799f7ca",3238,3
"0xc311fd8b92b5777c6e345aab02117919892a9cc2",3210,2
"0x43c54ba9804984d3299d4cc28970fdb37b6ca119",3209,2
"0x6dd0a86b3dba838df2cafe89ed6abb8b9ba6ea19",3206,2
"0x9d1ed2701e7d8c1c77bc6770ed970e76d07a494e",3179,5
"0xbd3c1be262b11e10562076c1b66f3d62b87ab456",3174,1
"0xe1e37736331526b8aa9c99446ead814c3431802e",3147,1
"0x4daec82fee8ee66bf60488171ee0805d487c29dc",3119,2
"0xda8be6e2f555a753d4b0dff6b5518f262d097bc7",3118,1
"0x12a36b160d0ed3eec806057801b896bf9f4d0dcc",3115,1
"0x222db1e3abb6dc772e5dbdbe5ae553e338666666",3108,2
"0xb698bbf6b1e981eeb240d843abcd6779075b8fe3",3107,2
"0xdb385ed08414c6ac37f9409a2f3e05fe59793ae5",3045,2
"0x79f735600820cb6bda9fc898e6ebe87de86af00a",3044,2
"0x7d3c67e008709d076e1e6f33da4c5296d4383c0c",3029,3
"0xaea5b50ab16251423ee21997f6cd23d1b87152ef",3026,2
"0x5a16552f59ea34e44ec81e58b3817833e9fd5436",3023,2
"0xe6334a896a5a983c97e9c454da61e8d238eaf457",3021,1
"0x626524dfbbf7acc758c0d5ddb9f609457b068949",3016,1
"0xe2dac0f7b526f26e82f76cca106df095f3f347d6",3005,2
"0x478ad7e0706e5c2c1f03c4790bc211310194d2ff",3004,2
"0x8eb91ed4836f99d0bd4ad6c361ca9e204517c6a8",2951,3
"0xfeed5cf7d996ab0cacb4b0baf2450f6c51b1efde",2950,2
"0xf6aae2c7c05769c1fbd1d752b1d5ae30664236e2",2949,1
"0x3210cf0892b794a9403f958fdb94ae2e13ac451f",2938,1
"0xf9a50f9f672f42d34983d82c078fff77410db30f",2927,2
"0x093bf230818bdb59d33494fa95f0bd6f05083c64",2926,3
"0x342759f5313fef8c2de47d8ff381de71d6b13466",2904,2
"0xe91693256e6b69ece193adfc80440b7bfd2f6022",2899,1
"0x6fae851378b9c1499d4fe9d01895c515365ed9dc",2897,2
"0x9db006063ee2049a35624bcce32945e524105401",2870,2
"0xf59e5e600e5aaa7488ee354aa59f586e84eea63f",2861,2
"0xc1a065a2d29995692735c82d228b63df1732030e",2860,2
"0xb16e53b24f65b472b58f561cf50624632105dbd2",2817,2
"0x2aa3032c58c211671c4ad21fe235e19115b8d8d2",2808,1
"0xd654e911fedd8dc700eec1652f00a915d26910df",2807,3
"0xa013072dd2f092656aa84c047bfded770ef2c09a",2748,2
"0x928712084f7e139ea7f84a6ecd7fbbdfc49e7ae2",2737,2
"0xd0eb97e08cfde8c177319e300dfe9cdb5823099c",2729,1
"0xd3cda913deb6f67967b99d67acdfa1712c293601",2720,2
"0x696dc02ce137f6690c83fa348290e59e70edff28",2717,2
"0xf4140ff8d756af6acbecc5d9e01aeb81ada2a987",2696,2
"0xf90b418e7d5d210ff1becb0a3e72b2d5e14f97b4",2692,2
"0xfda1745cddbf46cd9f75150baab492f7242051ed",2672,1
"0xffff46e05a09314daae9176fc32dba0f4172dcdb",2658,2
"0x04b12ce6512cce5827e964b00e34e6ad2b9ac852",2630,2
"0xecf2766521595090f17063b649ba54d46582ea73",2622,2
"0x97eb98bcb43dc68207945da10c0f315311dc0c74",2605,1
"0x3389fde61eaea6e406a935bfabb50ceedbfcbf47",2585,2
"0xa6e65097aba1f168b03ded70a4643303a7278780",2584,1
"0x7fafc11677649db6abfec127b4b776d585520ae1",2580,4
"0xfa33a58fee425d5197780f8d2872fb5d30711834",2570,1
"0xcaa56880c09e1ebba244cf70e2d7168e09d71559",2569,2
"0xe33b4e4fa71524ce82ea17a6f2df53ac2c9a160b",2564,2
"0x90066ba62b841267c2810077b5d17527eefa4b00",2547,2
"0xe850da3d22061243e738fa07e20415e4b481257c",2527,2
"0xa394a1094ec7dbe8bc1bee8b4daddbf1a46c7391",2523,1
"0xc24e0894dda126e0a80d56b0c3870fbcd45e1143",2520,2
"0xadf210545b646fe6e8c88f6fea012b15d825daa8",2518,3
"0x511b3aac89899fdbe4b257802f5c1ce07b1e0db6",2514,2
"0x78931c77e417244f283f09eb116a9b98ce57cb4f",2507,2
"0xd89dd79d1a1bd26cf19e5887f8081884ad144990",2505,2
"0x7d7cce661559e9b123415f30df4a2e631e133126",2503,3
"0x19d4f5633ca57127527eb815a7f37b614d197f49",2475,1
"0x000000000161ae794c98f550576edad76b04e58b",2455,2
"0xdead29f8b16e288c18110b460f59f24d502f4007",2448,3
"0x43e258876dccd6f1ef426380479b3d36b9d597bb",2446,2
"0xc4ffcd0b33f0db31be9094d91c09e9a033182a41",2418,1
"0xf964401fe77f6341e871708260e1b223c414943e",2413,2
"0xcb733f075ae67a83a9c5f38a0864596e338a0106",2402,2
"0xf740b814e9f399325be082df901e9222ab73f247",2396,2
"0x4570ff6a0c2966c61ad16fd01439270d8c0605f1",2379,2
"0x3d133759dfebaccbb2252df6a423fbf152ed48f4",2378,2
"0x750abe0b337a14bb3448f8e40c4bca6741720059",2371,2
"0x88516b29ce9e92c7ac5025fb355ee5a76b8140f2",2357,2
"0xc2b8605aa807f508bee9f6c308192150e39f6990",2355,2
"0x0025b6528b858db284761cd41be356f579fdc7cd",2347,2
"0x00d04afd887256911c04ba4ad8a0b222db98118c",2345,2
"0xaa9fa73dfe17ecaa2c89b39f0bb2779613c5fc3b",2344,1
"0x7f2f933ee22b802935449911fc8c7f35fb00409c",2336,3
"0x43d11d9906e9084959a21a9b99f60c163947929d",2323,2
"0x23ccb865ac268927ccb36de108bf2a10fd69c0d3",2313,1
"0x0e5081e4b04b93e42164d348dffff39b3816da88",2312,2
"0x737023d996d787d58d02fe74a7ab7df7e5571998",2304,2
"0x070cbef6414f8f0070a98051658bef840bcd86de",2292,2
"0x77f9f371db3f1779384f0e0936241599e27f3583",2281,2
"0x94ddd5e97de3a659a1b10e2845857edb01883619",2259,3
"0xbd9760306904a1e7290f0fdac8047f855a864c85",2255,2
"0xb947f5cc3772d10bc6349cfb7ab6d2c1fc0a3353",2250,2
"0xe87343ed0a37edbc016de6a62cbd85e4150526a9",2230,2
"0xa31d555b08faa0701cb0a8b2a334f7fc629984cf",2230,3
"0xc633fdadd08048bb8dc4dfbf584fbf8f94e67a42",2229,1
"0x6efba8fb2ac5b6730729a972ec224426a287c3ad",2226,2
"0xffffab07392dbd555c8d46429fe14018ec71a5a3",2219,2
"0x1304f1b9e8eb2c328b564e7fad2c8402a5954572",2216,2
"0x0296bd505eb58582b71aa33fdb109a20bf6026e5",2211,2
"0x7799c5dfcb16f9ec871cfa4999d9487ba7f2fe18",2209,2
"0xbbd8fe4e15e91eb34868eff1e8112b718fa6e764",2204,2
"0x3a8713065e4daa9603b91ef35d6a8336ef7b26c6",2200,2
"0x6e12a28086548b11dfcc20c75440e0b3c10721f5",2200,3
"0xa0e91da1ca0521e42d520234bdfbc4961e5906ca",2199,2
"0x2a47251dd0dc26ac4857f2fa2ac1c3dbc05a31ab",2190,2
"0x632cb58702233a05223ea4ee5d1dcd3deede8699",2184,2
"0xe25fb13e178d59b24aa8793cebe3af929617266d",2176,1
"0xb0f371014e3ce0ad3b42f98e0db2376df1b64cb1",2138,2
"0xed456e05caab11d66c4c797dd6c1d6f9a7f352b5",2132,6
"0x28c5a66e3682c5c52bc2d11fef3034b7cb73da8b",2124,2
"0x4c1c78a66a3f5c0e4d1dacaee0608816fca0c461",2120,2
"0xff0cf636ab1d7bacb58333e68f8388d69fb10915",2101,2
"0x7878c51f8caa455c327bf7f1b337b364a5cbcf79",2100,2
"0xb8a011962de2dc509f3f43f3086df5c3860425cc",2090,2
"0x9a0c66926ae19246d312c3be6af6eef1ede9d26e",2085,2
"0x69a71496073e798ebcaa01b2d2338755b5d2f034",2078,2
"0x0000d7da854d6bbb63b3eb0b05692dee5feac53e",2072,2
"0x0bf8422f0a124e664f4ac2ec42cfe50afe8b8906",2064,2
"0x3d1e0e06a30bf890c45ed5ff4f42d31792eef332",2050,2
"0x9cc33235665fb6e56d00afafd4b07d66a2e831c2",2043,2
"0xdead9824214b40e672e9058cab9248faabaaccb4",2042,2
"0x6104e1c571c5095e04e8c26efca0dd07ce8fcebc",2040,3
"0xe53fa455115b88c32a4fbf09b221dfc0f1b203bc",2036,1
"0xbcd459668ffb65e05c9813fc9e781d8e53a4dcf1",2032,2
"0x29bd2258485da9f4224a99c512e14d4f64d81a50",2024,1
"0xa686bbf15c0a8958fb80cc91caf649866979d733",2022,2
"0x40525ac2fe3befe27a4e73757178d4accfef71da",2021,1
"0x2fedb9bfa39f01918dfa53b9ab17bb56d1e8a56f",2008,4
"0x024dcf4b1ca2fc4eeea8d603e2074c856a669e71",2002,2
"0xb5eebefb01d006aed68fc40f8092592b89be21b0",2000,1
"0xe01ed9e684de649bfec799cd79f6c27335c23cb9",1996,1
"0x6ce798bc8c8c93f3c312644dcbdd2ad6698622c5",1996,2
"0x6438b3b56ad6f4811bd25f8632b5e982a4653e7b",1994,2
"0x7191a185b43e4d55c53cec0f32670e3b2590bfbd",1984,2
"0x89d6739b62fe33769cc99e7d670a52cfb1374048",1980,2
"0x64a04e5356efb6b2a2a2ca553aee24231bc79b75",1972,1
"0x3743a2023f7dbca51a2aee50cd9480d68b4d172c",1950,2
"0x3352b7ed256c01c3608e2f6c5ea19d9a81567fb7",1944,2
"0x8c8b4c5caeaf1a6fb8308a6336932b3e3419704c",1937,2
"0x3f759889414427121907385e01d7d3633ba1f583",1925,1
"0xf11d358d6b05edf35a04de5acdbb5db5d38029aa",1918,2
"0x91dfd5a51e7c00604e8b2521e678dd8444ea56c9",1909,2
"0xd878955a1f59e318c8c768f3d4fa3d1a945d616b",1905,1
"0xf3862af14cbb4d9b781e41a3d4d74e7c2cdb73e2",1901,2
"0x4dcee5d5cbcd37cacb262290d40bec3bf61d07ec",1900,1
"0xd3f37e012c1975ea7d12a2bcf1f9730ee4bd3071",1896,1
"0x30dd12344ce6bb4596c37f68b507028fabfe2e0f",1892,2
"0xabf050a746b6f98cfb8978a94690524d0cda8bf6",1887,1
"0x528d077a33582cffb39e9d6f02fd590e4826d828",1883,2
"0x85e5ecf1dd4abbcf3bcdd4c7c838c30d5313e5bb",1877,2
"0xb5b7fd21ebe4ffede9e3f36d803d7b048aa90d9a",1857,2
"0x7dbb4e051206a82f8ee823d09f0be06ab3c686ea",1849,2
"0x1f39ace79e626f225dd0e4e2609aa6ceb9b1baa4",1849,2
"0xd3d18e2c81ad69fa79e2304bdb875be28eeee283",1848,2
"0x9c5a87452d4fac0cbd53bdca580b20a45526b3ab",1841,5
"0x498c0e93fb37cd477cf19575825f168e3ff1e2f9",1839,2
"0x32c31196fb19caacadc273058e73e634273c9e89",1838,2
"0x000000007d905ab8199381328c3fb0a75754b6af",1833,2
"0x80e87586fec8f49ee41a833c9edb898d3887ac63",1831,2
"0x249de01f2dcdf1b679c4efd88524ee93a01a1cdf",1830,3
"0x074a22538cfd27a0c2fe8f4f640cbb4b3f0b0444",1829,1
"0xcbe80c1faf915cde4c685b7116a68b47a25da326",1821,2
"0x83618760137d4fe6de529e5e7c966bc6d24ebec9",1818,2
"0xcd02676774085d8cbfa6c5dd938b644da81b68a9",1814,4
"0x8655af920c660c9a425993c2a17e74cc22de6e3c",1802,2
"0x9da45c3193f8a9cf3c738ebd62c958af3b92a9ce",1802,2
"0x86d3e06fabc091d036ad0747bf60054b86a808b2",1792,2
"0x2b6a9677bff6f6a6ecd8dfc095700a79d9b8c599",1791,2
"0xd6431a17cc6e6c1a30fe74ca95ca942349256982",1789,1
"0x00d7884a6e9b6892b1be3eeb9a42a32668a8ec5c",1784,1
"0xf16d68c08a05cd824fc026fec1191a3ee261c70a",1774,2
"0xca90d843288e35beeadfce14e5f906e3f1afc7cb",1774,2
"0x5defa9c83085c7f606ceb3b5f75fc107945ed7de",1766,3
"0x3a950de8fa7ab193c249fb79ac4f75075c5dd500",1765,2
"0xe04cabcb24e11620dd62bb99c396e76ceb578914",1763,4
"0x753aee3bca7eb9da4e9ef2909d725ec8759cb196",1763,1
"0x6464f30eb4ecef908489b238105c443e2a8ec397",1762,2
"0x5c76eb054b1b06a725be1715fbed9560ce5dba13",1762,2
"0x21c4d0ed094dd0bc463cf633277e1d3d8f9dd1db",1761,2
"0x48fb3fd6fd544edd262e6572c96d7c974b7424fd",1747,2
"0x614e188acbb597c2b2bf0cb39819975b05217c33",1745,2
"0x67c838cd6e0ad4487a279f8286ee8673968bd615",1740,1
"0x48cef95fd927fdd5b17fdcbf2af8e82f4c064077",1734,2
"0x3d64fb8a2ffd08c186e8060aa57c8011d8b999cc",1718,3
"0x5084eac7494814249e57882722d51bd0efca1459",1709,2
"0x8df2453ba91e705baa70120ca87da09a066cac08",1700,2
"0x01dd20fc1c72bdf357bd3c0ce2154d2c7464fe10",1683,2
"0xe8886a657132d42460193e814f689b8201dddcff",1681,3
"0x4f05774b4226ec3724da8603c2e0052bc1612d94",1672,2
"0xae5509c203f1bdd00dda5fc0261931ca79f06c50",1663,1
"0x74ef70357ef21bad2b45795679f2727c48d501ed",1657,3
"0x6d5c72b5b1fa91b472cb3e009c56630a4b8f6440",1654,2
"0xd4b33434cb36df9286ef5132fcfb8062c96ac56e",1652,2
"0xed8662be0e5eddd1015f1b0f46519a1f9c219a9b",1648,2
"0x5fcb9bd84773225311b6210b4e98d954f3e8ea3a",1640,2
"0x9f5c2ae82df9cf37297c5d2b7b6557317527444e",1627,2
"0xb82896f0344cf12f807384f02485daa74e4bf0c8",1624,2
"0xd8e8bf2fad7224f6d9e137acf7f90eb09534c96e",1614,2
"0x28c209278455e1353d5507a147b2424324d8bca0",1610,2
"0xd282faed385c2dbc53c3f85f57f9dfc2f5ecc839",1609,2
"0xbd997cd2513c5f031b889d968de071eeafe07130",1609,2
"0x2670caece15de7ae6a77af7aca55b14a766b7426",1598,2
"0xa7b69aa4335db9f779763dbbc24c98d9c6b60d4a",1591,1
"0x8b78c9b4faeb4cb7021c2fb9ca166ea281e251c2",1589,2
"0x6c976701179af1c89d10ea63957703326e0dc7c1",1588,2
"0x4f2420becf7b5690d7c091005e2b17481778c875",1585,3
"0xb28f3c831c676276288e4dd7230c6b67d8b35384",1585,2
"0x042871486974e2f01f32e215d5cee314f9368f04",1582,2
"0xc8cd1567acfabfcbecc76776cd92e0b95fb3a806",1570,2
"0x0b7056e2d9064f2ec8647f1ae556bacc06da6db4",1562,3
"0xcde29264d6d807d6fc4a151d7b037c98713f501a",1561,2
"0xddf5f4492685f9e7eb9ee9a10ca07634f13f8b17",1556,2
"0xa7eccdb9be08178f896c26b7bbd8c3d4e844d9ba",1549,2
"0x32dc12b8f205e22faa39de17da3c44335286761c",1548,3
"0x0f4a54da1c9cec76e2c444018704e3c15f3c0d6b",1547,2
"0x2e5f6430ea0b325f9d0033563f5e96a145b2ac01",1544,2
"0xbabe61887f1de2713c6f97e567623453d3c79f67",1540,3
"0x476b535cf58dbdb440fcd4e8bc21c847b70a5314",1540,2
"0xfba0014d3a9dbe8a0cda6affd3da7b541a1ec32f",1528,2
"0xb4e2ab3922c17bae24a704b9366b5f2d4c7bb67e",1524,2
"0xafe0e12d44486365e75708818dca5558d29bea7d",1523,2
"0xe53c07d063f4d9ab3d6687e887bf6ccdaca6f70a",1523,2
"0xb8f02248d53f7edfa38e79263e743e9390f81942",1519,2
"0x3e139a38613a77aecea25ac52f82515bcaba448f",1517,2
"0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3",1513,2
"0x188b67c9c56262df3d3b0d07e389b24cc2c91e18",1513,1
"0x4b7fcc44f12b1f7a61d0e5f34521cf37e38e23e5",1513,2
"0x7a3bad6c4ae37b742d8766acf39e3eb32e646d55",1507,2
"0x20cee6b83dd27c197927fe069db6166fe23fc14d",1505,2
"0x0035397f9fa16a5e4a29609879016a74ad7593f3",1503,3
"0x2f68fd87c7b1d697033640932edaa69239914249",1502,2
"0xdcc70307519fb284ce247bf767e8c79eeb854127",1502,2
"0xf0c5cef39b17c213cfe090a46b8c7760ffb7928a",1496,1
"0xf6f5463bf02ff55bcd99e7c6a3ff8b3cd6ce75f9",1494,1
"0x8817d0ac22af95feddc8b000305f2a45f846c203",1488,2
"0xe1c2b035cb61c8938236a5ee95a0aea81fe83fef",1486,2
"0x6a05fc6615c4f2bc872901876744b81f2414f44f",1483,2
"0x820f92c1b3ad8e962e6c6d9d7caf2a550aec46fb",1482,2
"0x9224dc6f71426a82c558328ebc1471ba2c358762",1473,1
"0x109b5f1b1e4d79248523164c414f25efa4020d83",1471,2
"0xec1faad0ae9ad83279f99eed2cbff9f1c8dc4550",1468,2
"0x2d55b48cf76e32f9eb55557d5cc7693c81602067",1459,2
"0x73d28a3d5ff998d7b279c78c9f36924ee50bd436",1456,2
"0xe52349abc8043fa3a6271adf074aa29485465be8",1455,2
"0x187a34c86aa6378333ce9033aa34718d2ceded2c",1449,2
"0xfff2f7417be1a4e2ad1f26f538ad6f67d0fe11f2",1443,2
"0xa6d59fbbcab73425d9d1a44d3434cd26c206a8bb",1442,2
"0x6504aad8bdd40a73a54d65afeac146488db2e31e",1434,4
"0xaebbd80fd7dae979d965a3a5b09bbcd23eb40e5f",1425,3
"0xeb54f65775e6a2a42e243823d86486a64fd1f0d6",1424,2
"0x31653afca8f7cc3af2b3b999d29fd96c50976315",1422,2
"0x293b41d4cd5fb6a647d17a61500ce2cbe8bb069a",1420,1
"0x00c0ffee00e63a8fd51be60711302b6e3363c3bb",1418,3
"0x7c29378c480a409648cdf5d72b7277077aa04560",1417,2
"0x4355cfdb435d4b4db36c760190c148cfb0cf055a",1413,2
"0x700c3e3178835db0c308b83f1ae0c85b92e13288",1412,1
"0x071773352a1437f10f585612fe897d56a00378b8",1411,2
"0x00a01a63ea02825a1af87c9b806dd4b4a46902e5",1410,1
"0x76f3ad3d48f16f8c491a939d541047123040e78d",1402,2
"0x1ec85f6e620237726a47fba04c0d1736e0adc57c",1401,2
"0xc0a2c1edede669125f212cdbce367a6efd333933",1393,1
"0xf730fd689428bc4f16533bb3a76f140733e79caf",1388,2
"0xdb17e9b8259c7e4dac2cba5ed2f97e1e43ff2c64",1387,1
"0xe573b7d7e81e2ff645c27f6320e6942c0f781dd5",1387,2
"0x20da9f3d7d5cb96c2822338830cfd6dee6d508d8",1382,2
"0x662e8a83204998d9ce364623419d44e9fd924289",1381,2
"0x9c4ead9da49fc373abf6335b8bb2cd81bed600a3",1381,2
"0xe28564784a0f57554d8beec807e8609b40a97241",1377,2
"0xc37926f70a5cf2ea1ae00ee40f64f16979037cae",1377,2
"0xc0fcf8403e10b65f1d18f1b81b093004b1127275",1377,2
"0x154e47453e952de27fec61097da5a9e2eadb9c56",1375,3
"0x8a6a17f1a3da0f407a67bf8e076ed7f678d85f29",1373,2
"0xb090a53d9851acb7e6a55fb9afe3975901152233",1372,3
"0xea53cd52cf6ef382aeae34c80cc090d9a4fad9ff",1371,2
"0xa39117f2c9f5ff50cffe53a0821d87c5a550ee0c",1370,2
"0xeb8b207952322072bc5a4585e2fc09b06d573bd0",1363,1
"0x5f98556e511e09a29f560b1f37b08f304895ebf2",1360,2
"0xa871727452cc804916689c9b05d5d8e49acbfa36",1356,2
"0x9a14afa0de0f50d25014118b6e7f1879573077bb",1352,2
"0x8d5871ff4d58463711e96e036eb18f7b4ddcd754",1350,2
"0x2c8a146ed7c8f7e70049e43abc1874f0c145902f",1349,3
"0x8e35a0f0c5c8f9739704c4cba6b590ab08ded10d",1348,2
"0x083fc10ce7e97cafbae0fe332a9c4384c5f54e45",1345,3
"0x5a51d991d3d7deeef9570dafc881874311dbc9e5",1342,1
"0xd816fed7301e5d42dda78eb709d374412e550a01",1338,1
"0xf88b39c4c923ef9c38a7dbf54a0f4abb106eada5",1338,2
"0xce24dcfbe93c3562e6fc2b2c84ff1a5925b541e6",1335,2
"0x02a522d98ec2d2c3bbe91acc29ee7fd32ab880ab",1327,2
"0x954386cb43dd2f0f637710a10f6b2d0f86aacb97",1324,2
"0x7eeab4f134fcfa6fcaf3987d391f1d626f75f6e1",1323,2
"0x0099eb698a06ed9d4a7c7c1acfbbc8e2ac14caa8",1320,1
"0x5d5fb487fc5a9f8e0049bc41c1e1e011ec92281c",1320,2
"0x0b7918e20479ef0ad21a302e463dc7624bddc740",1315,3
"0x2ec117e1c0f5c09568746292ee5456e7a9beb98e",1311,2
"0x02b2bf7cf76490d87101f3d5c3c63ce751ebe762",1309,2
"0x459388caec19fdde3618b84909c7fec74043de55",1308,1
"0xb725e7a2dc00ce2767cf3ff56a9c4f52b37f8d04",1304,1
"0x4b3c6d4bdc93872e5063c549a0d817986e502005",1304,3
"0x2904d080a82795a8ee06ee736cebcca283dddb29",1304,2
"0x2bc1fed4c65c9b1dc2baaff2f3198acc42c41778",1302,3
"0x15f889d2469d1be0e0699632d8d448f2178a7afe",1301,1
"0xf7045a5d8b4503d3072676985243a2f7e1a613f5",1295,1
"0x2d407ddb06311396fe14d4b49da5f0471447d45c",1295,3
"0x0b916884d8c673a40c34bbb60e79ea17edf9d051",1294,1
"0x1d0519eed308bcd49e4ebc149284f83ebc275284",1294,3
"0x19ae329b4ca5b1003718c2cf249c5d6de025298a",1290,2
"0xb13d7dab5505512924cb8e1be970b849009d34da",1285,2
"0xfff545718b6f8f9a36d2935a32f7bd70bc3d3f85",1271,1
"0x9ce04b2e6d9d7c4ba1f4053a9888d660d83e4b7d",1271,2
"0x09e9ff67d9d5a25fa465db6f0bede5560581f8cb",1270,1
"0xee009faf00cf54c1b4387829af7a8dc5f0c8c8c5",1268,3
"0x1c0aa8ccd568d90d61659f060d1bfb1e6f855a20",1266,3
"0xdbc968cd2f65ba2ddfa5d90535a53156f2adc2e4",1261,2
"0xc4fba8a515e16940691afadca0cabcacfc46f3dd",1257,1
"0x60e2e1b2a317edfc870b6fc6886f69083fb2099a",1256,2
"0x55d1b050da860de8074ef7f421fd33f9c2060e3b",1253,2
"0x56a9212f7f495fadce1f27967bef5158199b36c7",1250,2
"0x4f29aa586dde1d90a4e9211053d62bb423739155",1250,2
"0x3b94b988ecd65060b35cc7782aa276e295b53517",1244,1
"0x86b3a1ce06a538557338ed9e81733e2d820d80ff",1241,1
"0x770d818df6edbbd9c6a7deadf2cc3b387dc89136",1239,1
"0xfda6df1e357389465c1f8140d1ab99a118d269a1",1237,1
"0x96d13cbeffe7bae169b9032fe69ed56eb07b300f",1236,2
"0x4058d333d1327968d04f401a3c037e9df799076c",1227,2
"0x21ef24ffb2116f44e7918a80cea4f52a2ea72b17",1225,1
"0x11799622f4d98a24514011e8527b969f7488ef47",1216,2
"0x769bf0bc0913d477e6712891486f8a760c3b7444",1210,2
"0x3c63d087ad7de996221c57fe4e55dfcee182ae27",1207,2
"0x3527a204a5260a0e36ca695312379370328e4e6c",1205,2
"0x508af7d60430dd2ef94e289206b5008902a3ec3f",1204,3
"0x154958f97113de974514a2132738e6494d0edde4",1201,2
"0x825d5d0df3b2d59f69cc673f041ca91a296b8183",1200,2
"0x60a59d7003345843be285c15c7c78b62b61e0d7c",1197,2
"0x1247f4e8334c08da75037ce9e60ef1a71dd43c91",1197,3
"0x001182890a094820eb9d4401693ba0b9554f0f66",1195,3
"0xec72f2012860280050dcc027b7eb6a182686c271",1191,2
"0xcbe9f7b7b452f116118f72bff89b1bc269c7dda0",1189,1
"0xdb4376a5c6146a298f0727acd5b486b5ea2f89b3",1188,2
"0x795785861f6c1d394210974f9ef8aff22b35441c",1188,2
"0x9fc05b2dae3a22ac99a1bcc4328311da09090fb4",1188,1
"0x1a5309f208f161a393e8b5a253de8ab894a67188",1185,2
"0x94c4c463960082abed5430554e3698a19e3c9f6f",1185,1
