"original_creator","creations","max_depth"
"0x0482258f78dc949bf98cc6b759daf69ea08ab6ba",1185,2
"0x7b3260c80067ea6ee4fbebe077f91037202187d8",1184,2
"0x65a955028094245f6ae29b45463cb16cfef8460f",1181,2
"0x497389bd412e70a29e76f3c68c31ef4f974d7881",1180,1
"0x20eca8049fd40260442f2b784f2a4e7bb06c51cd",1179,2
"0x9601adb9f4b8a7bc91edbc3a565e9e898bebe1b4",1178,2
"0xace624812a8e2d8ff0112784bbb3de26355b0a3b",1175,2
"0xf00dd244228f51547f0563e60bca65a30fbf5f7f",1172,2
"0x0abc89d8174f98399ebe3b547205e73b3259346f",1170,2
"0x7f14e5a47436d2cb832d53bf589278ddcb23bcd4",1169,2
"0x64c3f808cac2ac6f0c8790cd0a003148c5dd1c1b",1168,2
"0xd5ce1ef6c88466caec8e6cc809f8cf27e9f135d6",1163,2
"0xf2a180a29e523dd74874156f13d9edba2ee42d3b",1162,2
"0xc7d0445ac2947760b3dd388b8586adf079972bf3",1159,2
"0xadce036bb07aa777b545ed7d222639a57a78a898",1158,2
"0x9b0a078a5a8d5f96a810c73e7ed5b63c93729d16",1156,1
"0x240532ced6e6f8cf5393c15b6cf365f36e280db0",1139,1
"0x820fd3a13bacbfc70d0fa974a7f83123830887bc",1136,2
"0x29f446298d7129c699e9f4dc0ab6a25b849e1158",1136,2
"0x8601a07385fbd135627373e9938d6b0fd92aeee1",1131,2
"0x2f547b927f8149a449ccdf17c692b153c91502bc",1130,1
"0x99f1d0badce3baa6f49d25baffde602661a8b2b3",1128,1
"0xc48dd4a0fe25349c8a1e0a7558d0b489e7a3d599",1126,2
"0x1e1fedbeb8ce004a03569a3ff03a1317a6515cf1",1124,2
"0xb6338ac98e920bde969db65d0fd7f3a0b3d08027",1121,2
"0xb8d175f16742395f530e0b3bc1d30bd06b78cda9",1116,2
"0x1fa0e1dfa88b371fcedf6225b3d8ad4e3bacef0e",1112,1
"0x3aeb5831f91d29b3992d659821a7fed7b805a107",1111,2
"0x1489d7a0194ae0640525a60ab28b629f7babeeb1",1108,1
"0x42d0ba3e0c95952819b6ecbce38856b232f196db",1107,3
"0x00e676bfcb59245254b4853aacf13e096dbbd1ad",1107,1
"0xc87ac22d0c529464662e19eb5f5e95486837f499",1101,1
"0xbf293d5138a2a1ba407b43672643434c43827179",1100,2
"0xb1dcbf8159abd08d01cf0849881cade7cb0fb6e2",1100,3
"0x32746c2d85c2e5a936c2431a0e76979aa0aa46a8",1099,3
"0xed059bc543141c8c93031d545079b3da0233b27f",1097,2
"0x9a5c406a5f8eae1b114a01ae41dbdd9d44ffb449",1096,2
"0x550ff13d6a84ea05295f9e9955d1744b6371244d",1091,2
"0xb5cd32f5132beacea0e2af5c0742916475096a50",1091,2
"0x69d5f21d1588ebebf7622fcbd71958c193150903",1090,1
"0x3ea006418d140081d6876a869148b9a238599d90",1087,2
"0x61216da74b5366879be50c997ea7a5e8033f7026",1084,2
"0xa308de214e01c365834e3344c1088b0d2b97559c",1079,2
"0x7078c3b8e7ec16321c88cb474cffc1b754517cd5",1078,1
"0x243eac06a13b3d83d0310fa320dd9df16147b08b",1077,4
"0xa5b0b07e68ebf69d6659ec5c78da616b6b2573b0",1076,5
"0xb18da5a99773318d414dd9648877a313f45e942f",1075,1
"0xcafb710214572f3cd8948eb7d7127888bc1e02ea",1075,2
"0xc6d528748da994e1601267141a77f639ac0d4ace",1073,2
"0x11f11121df7256c40339393b0fb045321022ce44",1073,4
"0x554282cf65b42fc8fddc6041eb24ce5e8a0632ad",1070,4
"0x1234d1deb41c444b75d3ca82a5c718af20f2a7f4",1069,2
"0x9b0794284089339a6392beb1c74384d07b52a2fa",1069,2
"0x9a8f92a830a5cb89a3816e3d267cb7791c16b04d",1067,3
"0x5723759d679662cf931d686f129e3296d9545190",1065,2
"0x2ca860ad6b4d2c79a88fb5b1628810f2bf487287",1065,2
"0xe89e3e8fb044d52f08c354f772665a7014d6502d",1065,2
"0x879ea77027fbddcb039d6a07cec17b9497871cf0",1059,2
"0x1d819a2c6f3ce141012b3087c5324cba2d0e12d8",1059,2
"0x3ff047e5e803e20f5ef55ea1029adb89618047db",1059,2
"0x8965a64e9a26dc85da0fb613cbfc23174ff024cf",1058,2
"0x734a784f0f55df2298acd6c574be2632b926cb43",1058,2
"0xc6093fd9cc143f9f058938868b2df2daf9a91d28",1049,3
"0x557fa19371f9786704e9767f25839047da1602c7",1046,2
"0x09c8b5b26c68544a740184b97eb7f4dc51e852fa",1041,2
"0xfd4c0f5848642fc2041c003cb684fc66b16217bc",1033,2
"0xd3d0ed428045139e9ba63a6f952b8bce18879bac",1033,1
"0x46037084ace85439332b49aeee8ac5c9f2a3d271",1033,2
"0xe1836a09664cdee0356505d0bf05d456051b1768",1031,1
"0x984c056659fb334a446f6559f22fcfb72d4f9dd0",1031,2
"0x6bdd9cc800f0be81db2c201f9960f804c880c99f",1031,2
"0x1fccc097db89a86bfc474a1028f93958295b1fb7",1030,2
"0x3e61fa24520c2754593b4544acb936bc786206ec",1026,2
"0x7d0a7b318322573aaeccf72976f2f281179d0f4c",1024,1
"0xdfa058afc0dbf463c26afc291ec398dbd817fa6b",1022,2
"0x92c5d6898abbd58e388aa94c816d4d17387a8859",1022,1
"0xa1681dc4566def8c3cf5171be5b589c804d3b4a6",1021,2
"0x005f3f092685c2916e6bc526158805bc5e720afd",1021,2
"0xb8559af91377e5bab052a4e9a5088cb65a9a4d63",1018,2
"0x6db3b32bd7cd9cd06ec23a9ba11393c8de0425c6",1016,2
"0x61d0832b0e78b063942708754f6a056216cdcfd6",1014,2
"0x075aad0b1b7647ac30458cd59599de344bc10d15",1013,2
"0x83653a2ff80851f50cff3ab2ec07002613a5abd4",1013,2
"0xcaa8175b57ab028c38359aec26ef9b2696ec91b4",1012,1
"0xedcd7190e77e1d8f373ed636fccfca436da7f18b",1010,1
"0xfce7e447f25a5e25d012b1c3edb6f81508227e11",1008,1
"0x9a7c0eb053106356061076982b166ea744dfb8ff",1007,1
"0xe17bff89074d33b2c69a1796fda4254b08b913ed",1006,2
"0x83e9c9cbd2d84c843c1a186904a00cea22d3c20f",1004,1
"0x8e90283795268214e5cad284e63e358b2548d85c",1004,1
"0x3bda94869e4fe74801b50ccd5473f5cf07197790",1003,2
"0x9c642524472f20e50c99e3f0de68926367eb072b",1002,2
"0x03db58f0e9864d9d59f324bfca80a10465a49bea",998,1
"0x28996f7dece7e058ebfc56dfa9371825fbfa515a",994,1
"0x3898d7580aa5b8ad8a56fcd7f7af690e97112419",994,1
"0x02f9a36479eeaffdb9d56931ca0ed3ca689c2b5d",985,1
"0xd96f927393c0bf30201b974e0268b6afdd372cb6",983,2
"0xff4012fc0e6683bc56bf0697671ca5054a15a333",981,2
"0xbbc65012ffdbd902c9a80d652b8c1478f1880a0d",980,2
"0x0734d56da60852a03e2aafae8a36ffd8c12b32f1",979,6
"0x26f7f30742520b1e2eb4866ad24b5de3cc5e6b56",972,2
"0x7eeac6cddbd1d0b8af061742d41877d7f707289a",970,2
"0x257767e2abf6662ffe475a87d77375c3c929dfe0",969,2
"0xbd01f3494ff4f5b6aca5689cc6220e68d684f146",959,2
"0x15356e7e056f5c166e3f2927cbaa856c4d401c5f",959,2
"0x0fbc8723033750e9db6e62e83b6492052ec1a5d8",957,2
"0x1c0b02320233604c904d80acb42dd417d812f5e6",956,2
"0x4a4c35280bc7e7f426453db48e5faf66f47398b6",955,2
"0xb9e6ef6fdb106bc8e1a001b9d7e8feaf8bebbc36",955,3
"0xa8863bf1c8933f649e7b03eb72109e5e187505ea",954,2
"0xa8f475fdad350ad35b74da4df449ce958fe43abd",951,2
"0xf7c7b36fa22923fe61c48a4aea96e18fd246c6d7",950,2
"0xaaf54464e17c9d1e7059ec51a624c08ebc371a34",949,1
"0x588ede4403df0082c5ab245b35f0f79eb2d8033a",949,2
"0xec7c20aecf61627f52d5dfccaa27d74982d63671",948,1
"0x5a5d0ad85762979caae341274f0eba22df8ecedd",948,2
"0xa82cbe54d2dae403f7b3385aa2afa03e7af0591a",946,2
"0xdb684bb01fb661ffa92b3217478742a7f30f0126",945,1
"0x583d03451406d179182efc742a1d811a9e34c36b",942,2
"0x2962efd953f15e026a8caa7d5da5b29a26529221",941,2
"0x73227608e71b5da9ca28ef22c1ff4897609b6335",938,2
"0x6db830e328e6607e75eb8d73b7a2e9f2c80e0cda",938,2
"0x8108b615e52fed368b93e5487d4d49730818248c",937,2
"0x52a16a4d8d18b48edca85306858923d542ed6e44",934,2
"0x2fa2bc2ce6a4f92952921a4caa46b3727d24a1ec",933,1
"0x8a0f000631a58149f71a61f278a9d974fe4422b8",928,3
"0xd302083b5729ba9c2e86c506efde799d8182d2df",927,3
"0x101abf65bea7d6f19e7e539967424e6e90b7bdb7",924,2
"0x676fda249d799d771bd69caae3309031aac466bc",922,2
"0x90f7d1f4a2197a75758d84d7aa83bf0e55ae15fd",921,2
"0xe35243dca592ac3e6def69e70211026a37524c78",914,1
"0xadbd636a9ff51f2ab6999833aab784f2c1efa6f1",912,4
"0x748beae31e17dd01405de3239a6895fe39dc78cb",907,2
"0x64098c9a6ba2e0e00da0c6ed28c56ec26280af20",906,2
"0xcd382b9e90189fc6281f822f5ce8593117e57146",900,1
"0x0ae3f81a67725a8a7758feb8684c6c17da20755d",900,1
"0x0025972c92792568999ced58bd0e8398daabeb21",897,1
"0x6422f6a656aa64b208c1d0b7e21f2be47e3b8b0e",897,2
"0xf5bced016d11301c1029db34fa715ee294ed4f5d",895,1
"0xf983798d3903f190a4e7137bbd7fbea97006c6a3",894,2
"0x4f53139eddcdf43e6aeb77cad42da28af93fa8c3",891,2
"0xabaabc27dc432a3f2ae4066a1d3c87f7afc192fd",887,3
"0x233e08153f984782e8ce4c82c53a3a41918552bc",885,2
"0xea694f44db81d436ddb3837830363f6e3932c68a",884,2
"0x6054be659c8dc589fceed6a5ce1ef4a7a32303e3",884,2
"0x6795cf8eb25585eadc356ae32ac6641016c550f2",881,1
"0xe970d00a9dc64d486ba8138314f548a2726d881d",879,1
"0x6949a18faf856cc68b8a93e4859aac9f03cfb9ee",874,1
"0x0a71d875abecefb91333f0b13a4d903c7d526183",872,2
"0x93a7c46443901c2ea2fc1263a4d076f470695d3a",871,2
"0x6969b5d5bd910aaaf2b153fc3e2231b81d5d928a",869,2
"0xabfa408d627e03de7648b1464bcefba353b7595a",867,1
"0x0e24d7922c5bff4e150eea6833c5407e3f13cef3",866,2
"0x7034fe2e3985e44a280f398590ae31946149f89d",865,2
"0x2b3b2f07030931ec9b7c31ed080f57759de02da2",865,1
"0xe02fa196497a6994d9ce0ffaffa2d1293f43b598",863,2
"0x794144943eb3a88b987c17d1b402853bfc99ab10",853,3
"0x91158577de85f739cc45274cc48bc2e60c0f77cd",852,2
"0x47144372eb383466d18fc91db9cd0396aa6c87a4",852,3
"0x566c8a3ae6d6c9e0f4fb3d7e8c2ec1403ca8b109",850,2
"0xcbf4c64293a5da2a5391f7ea1b446087132d3968",846,2
"0x45064e294de7b09aa180d0e1284788a21a268db8",846,1
"0xdea9196dcdd2173d6e369c2acc0facc83fd9346a",845,2
"0x8cf75d9d5da5c38237bb46b0fa238abce8390540",844,2
"0x2853cac75d9b4f3f40e01da672d8d235025bbcb4",842,2
"0xfc502afffef06c6725f2d84db6eb2b256623629a",841,1
"0x74f85fe5538dbfcf3b46399e121c3ba83f695f91",838,2
"0xa814ebfd69109fe77b05aa95c3e888b45170853a",838,2
"0xe74ad5437c6cfb0ccd6badda1f6b57b6e542e75e",838,2
"0x21ec253c9186065f05fb3f541085a185f96a16ee",838,2
"0x8fa9aa69a6e94c1cd49fbf214c833b2911d02553",838,3
"0xad031eee55f595df6dbd61e9ef3b908fad1b3671",835,2
"0xa31f5bd5cc1e975a3791015237951f9d6073c42e",834,3
"0xeaff92bc4f35461fa747d14e07bb0380f422c0cb",834,2
"0x54859965f8fc71367ad754f2e13d84a2fe9896ea",832,1
"0xd83be4d4bd503515d4634ea95ab409126a63d60c",831,2
"0x439f8a95491a779990fa885fa90232d02ef0313c",831,3
"0x1d1c9f70a68c129096d8181529041843e8bc1a30",829,2
"0x6f2f583f802297f7d0b5dfa94977fb200ab4f273",829,2
"0x1b9228355c1f04dc816436121622c1969dcf3e4a",827,1
"0xa21510c3924c8c332a534af9eb39bbfe86a5ebea",824,2
"0x2455f0d4060931493de4da71f599bd689ef86e23",824,2
"0x1ff1db6a9ee9df4c7fa1e7d91dfa5db0229ed3ee",823,4
"0x2de6ee4f67e7a9fc15409a2b5395f16652d3ee11",819,1
"0xc25564a20fe3e2a7b7dcf4d6e5568d105fe3d6d2",817,2
"0x59fad9782d372de46b489965466065cb7db9cf04",816,1
"0xd73b31b9608bade872d9a35c431f30ea7d75e13d",815,2
"0x2d32f31a058602c96e6120c6f037cc8be4f356b2",813,2
"0x0cdb34e6a4d635142bb92fe403d38f636bbb77b8",812,2
"0x036f0293412ea3f8e51ef3d6010604bbd81580f6",811,2
"0x109e71c916e991eee7cb01df5502887dc8ca6850",810,2
"0xdf1bc6498338135de5ffdbcb98817d81e2665912",809,2
"0xcdbd4b30b4c86f1e7766de728bcd819859f53c1f",808,2
"0xaa5a776bc422f1ce8e9a4548d9560223e462c922",808,2
"0x7a9e49dacfb35977762b9259df1dc8880471f898",802,2
"0x000fb8369677b3065de5821a86bc9551d5e5eab9",801,2
"0x3d4c889bf59c1d143d488f2533b769bfd1b438fd",800,2
"0xb92dd2a8786f1014979af48be9765f4c6a891f02",797,2
"0x735854c506cceb0b95c949d1acb705b31136d487",796,2
"0x51054b8378df6c7bef45f39a86c94ae0302da9ac",793,2
"0x04a407fe75491a8d88d6ee55edd60509cdc46f78",790,2
"0xd5eafe3b55ef086f9c422d2091b8fc1ddad0a0ab",789,4
"0x6492bbcf6c4f0ace5655d002c09bea1987591c99",787,1
"0x28c3ed8efc7bc1b5064e4375d786acbe10570145",787,2
"0x11ec78492d53c9276dd7a184b1dbfb34e50b710d",786,2
"0x7e4a8391c728fed9069b2962699ab416628b19fa",785,2
"0xe86375704cdb8491a5ed82d90dcece02ee0ac25f",785,6
"0x2bb6b30794f9d23a0f27489685f732f802bb5812",785,2
