"addresses_called","frequency"
7,45737
1,46210
19,1
59,2
30,3
72,6
85,1
26,1
61,2
50,2
14,1788
9,29591
87,1
141,1
16,106
71,3
79,1
76,2
22,9
58,1
27,4
60,1
18,5
5,425652
51,47
67,3
4,945400
75,1
33,1
70,4
17,32
78,3
8,35697
12,13908
74,2
2,8267620
10,35062
28,1
63,1
34,2
65,4
13,19499
15,8312
20,1
21,5
73,4
6,651541
81,1
86,1
3,2487797
69,3
31,1
11,4498
80,4
77,1
