"addresses_called","frequency"
1,30262
7,1845
19,27
35,1
2118,231
14,127
231,2
233,1
9,380
15101,1
152,11
16,83
1638,1
230,1
22,9
239,7
235,8
701,1
18,53
5,30736
23,9
4,96264
17,80
236,4
8,3321
12,98
227,1
234,2
2,691546
24,2
101,4
10,225
151,48
13,160
15,105
20,35
21,18
238,2
6,32739
232,2
240,3
4698,1375
3,146324
25,2
1171,1
11,693
119,1
